Input,Target,Progression
"He's still a bit weak,but you can visit him for a short while.",Thank you. I've been so worried.,D
We're all rooting for him.,I know he's in good hands here.,D
We'll continue to monitor him closely.,Thank you for everything.,N
That's what we're here for.,I'm so grateful.,N 
"Your wife is awake,but she's still very weak.",Can I see her,N
"Yes,but she may not be able to talk much.","That's okay,I just want to be there with her.",N 
She's been through a lot.,I know... but she's a fighter.,N
We're taking good care of her.,I know you are. Thank you.,N 
We'll keep you updated on her progress.,Thank you.,N 
We need to talk about your mother's care plan.,What do you mean,N
"Her condition is deteriorating,and we need to discuss her endoflife wishes.",No... we're not there yet.,I
"I understand this is difficult,but we want to ensure her comfort and dignity.","She's not giving up,and neither am I.",I
"We respect her fighting spirit,but we also want to prepare for all possibilities.",I just want to do what's best for her.,I 
We'll work together to ensure that.,Thank you.,D 
"Your brother is stable,but he's going to need a lot of rehabilitation.",Will he be able to walk again,N 
It's too early to say for sure. He has a long road ahead of him.,I just want him to be okay.,D
We'll do everything we can to help him recover.,Thank you. He's a fighter.,D
He has a lot of people who care about him.,I know he does.,N
We'll keep you updated on his progress.,Thank you for everything.,N 
We've had a setback. The treatment isn't working as we'd hoped.,What does that mean,I
The cancer is more resistant than we anticipated.,Oh god... what now,I
We need to explore other treatment options.,There has to be something else we can try.,I
We'll do everything in our power to find the best course of action.,I can't lose her.,I 
We'll fight this together.,I just want her to get better.,I 
Your son is doing much better. He's asking for you.,"Oh,thank goodness Can I see him",D
He's a strong little boy.,He is. He gets that from his father.,N
"We'll keep monitoring his progress,but things are looking up.",Thank you for everything.,D 
"We've stabilized your father for now,but his condition remains critical.","Thank you,doctor. Is there anything else you can do",N
"He's on the strongest medication we have,and we're monitoring him constantly.","I understand. Just please,do everything you can.",N
"We are,I promise. His vitals are stable at the moment,which is a good sign.",Can I see him,D
"Absolutely,let me take you to him.",Thank you so much.,D
"We're doing everything we can,but the next few hours are crucial.",I'm just glad he's stable now. We'll be here for him.,D
He's a fighter. He's made it through so much already.,I know he is. He's the strongest person I know.,D
We'll keep you updated on any changes.,"Thank you,doctor. We appreciate everything.",D
Your mother is out of surgery and in recovery.,"Oh,thank goodness Is she okay",N
"The surgery went well,but she's still unconscious.",Can I see her,I 
She'll be in the ICU for a while. You can see her soon.,How long is 'a while',I
It's hard to say. We need to monitor her closely.,I just want to be there when she wakes up.,I
I understand. We'll let you know as soon as possible.,Thank you.,I 
"The test results are in,and it's not the news we were hoping for.",What does that mean,N
It's cancer. We need to discuss treatment options.,Cancer How could this happen,I
We'll do everything we can to fight this.,What are his chances,I
"It's too early to say for sure,but we have a good team.","I can't lose him,doctor.",I
We'll be with you every step of the way.,Thank you.,I
"Your son is awake,but he's still very confused.",Can I see him,D
"Yes,but keep it brief. He needs his rest.",Of course.,D 
He might not remember everything that happened.,"It's okay,I'm just glad he's awake.",D 
We'll continue to monitor his progress.,Thank you for taking such good care of him.,D 
He's a strong boy. He'll get through this.,I know he will.,D 
Your wife's condition is worsening. We're doing all we can.,What's happening,I
Her body isn't responding to treatment as we hoped.,Is she going to be okay,I
"We're doing our best,but it's not looking good.","No,this can't be happening.",I
"I know this is difficult,but we're here for you.",I just want her to be okay.,I
We'll keep you updated on any changes.,"Please,do everything you can.",I 
"Your sister is stable,but she has a long road to recovery ahead.","Thank you,doctor. Can I see her",D
"She's resting now,but you can see her soon.",I just want to be there for her.,D 
We'll let you know when she's awake.,Thank you. Is there anything else I can do,D
Just be there for her when she wakes up.,I will. Thank you again.,D 
We're doing everything we can.,I appreciate it.,D 
There's been a complication with your husband's surgery.,What kind of complication,I
"There was some unexpected bleeding,but we were able to control it.",Is he going to be okay,I
"He's stable for now,but we're keeping him in the ICU for observation.",Can I see him,I
Not yet. He's still unconscious.,I just want to be there for him.,I 
We'll let you know as soon as you can see him.,Thank you.,I 
"We did everything we could,but your son didn't make it.","No,no,this can't be happening",I 
I'm so sorry. We did everything we could.,He was just a child,I 
I know this is incredibly difficult. We're here for you.,I don't understand how this happened.,I
I wish I had answers for you.,I just want my son back.,I 
Your daughter is showing signs of improvement.,That's wonderful news,D
"She's still weak,but she's getting stronger every day.",Can I see her,D
"Absolutely,let me take you to her.",Thank you so much,D
She's been asking for you.,I've been wanting to see her so badly.,D
We'll continue to monitor her closely.,"Thank you for everything,doctor.",D 
Your brother is awake and asking for you.,"Oh,thank God Can I see him",D
"Of course,let's go.",How is he doing,D 
"He's still weak,but he's improving.",I'm just so relieved he's awake.,D 
"He has a long road ahead,but he's a fighter.",I know he is. We'll be here for him every step of the way.,D 
We're here to support you both.,Thank you.,D 
"The biopsy results are back,and it's benign.",Benign Are you sure,D
"Yes,there's no sign of cancer.","Oh,thank goodness That's such a relief.",D 
"We'll still monitor it,but you have nothing to worry about.","Thank you so much,doctor. You have no idea how much this means to us.",D
We're so happy for you both.,Thank you again.,D
We'll see you for a followup in a few weeks.,We'll be there. Thank you.,D 
Your mother's heart is failing. We're doing everything we can.,What does that mean,I
"We're trying to stabilize her,but it's not looking good.",Is she going to die,I 
"It's too early to say,but you should prepare for the worst.","No,I can't lose her.",I 
